,Bare classifier,RandomOverSampler,SMOTE,Borderline_SMOTE2,ADASYN,balanced,best_precision,best_recall
abalone-19_vs_10-11-12-13,0.5379245283018868,0.5231367924528302,0.5688482704402517,0.5203498427672957,0.5619064465408805,0.5513915094339622,0.5552712264150944,0.5998938679245283
abalone-20_vs_8-9-10,0.6282661782661783,0.6106227106227106,0.697041107041107,0.6352177452177453,0.6966178266178267,0.6338420838420837,0.6447985347985348,0.6641025641025641
flare-F,0.5696775403713012,0.5978920890040325,0.5838264270332978,0.5926468833855928,0.5737159155770029,0.5927774044413063,0.586763521420788,0.5878420893283371
kr-vs-k-zero_vs_eight,0.9760163270418991,0.9135097127263627,0.9720999512124662,0.9049195716355204,0.9378248121256115,0.9792343788489857,0.9533363506599288,0.9794435838699063
poker-8-9_vs_5,0.545588492808005,0.5438818011257035,0.5781613508442777,0.536885866166354,0.5655081300813009,0.5595237648530331,0.5310606629143214,0.5844530956848031
poker-8-9_vs_6,0.5812205830698981,0.5349710221285563,0.649541622760801,0.5951721109940288,0.6592307692307692,0.9253723217421846,0.9212767825781525,0.8975588338602037
poker-8_vs_6,0.60095700152207,0.6023268645357687,0.690951293759513,0.6091723744292238,0.7039497716894977,0.81294901065449,0.8123915525114155,0.8120490867579908
winequality-red-4,0.5449818113466237,0.5329352837761635,0.5893117244022807,0.5478061203805058,0.542434017757433,0.5465597277046177,0.559864257729717,0.6002135830725741
winequality-white-3-9_vs_5,0.5771561600265305,0.5286451973951973,0.5406067697734364,0.578738091469573,0.5318390200334646,0.5863611525648562,0.5788296665611481,0.5819711067396254
winequality-white-3_vs_7,0.6031818181818183,0.5528409090909092,0.5518181818181819,0.6129545454545455,0.5385227272727272,0.6211363636363637,0.6007954545454546,0.5722727272727274
ecoli1,0.8164935818974985,0.8216974233436902,0.8323280921444937,0.8371143646235446,0.8422554373411166,0.8370002824592788,0.8434720522235823,0.8432234880582495
ecoli2,0.8293607800650055,0.85,0.849972914409534,0.8244582881906825,0.8483477789815819,0.8604550379198267,0.8531419284940412,0.850839653304442
ecoli3,0.7550250616803013,0.6940820239795696,0.7539102281089036,0.76316919880535,0.7763762281954725,0.7963872657230663,0.8083542397091288,0.8131805826083193
glass0,0.7407738095238094,0.77515873015873,0.7711904761904762,0.7636309523809524,0.7649404761904761,0.789345238095238,0.7968650793650793,0.7705555555555555
glass1,0.730263157894737,0.7218344774980932,0.7191266209000762,0.7330091533180777,0.6847063310450039,0.7311022120518688,0.7391304347826086,0.7278604118993135
haberman,0.5651044332583023,0.5521333369307145,0.570080844716475,0.5760425210446793,0.5706660872313527,0.5998232208380869,0.5822613394591594,0.5860833384724492
pima,0.6737253731343283,0.6679910447761194,0.6762388059701493,0.6630805970149255,0.6520626865671643,0.6590059701492537,0.660002985074627,0.6686716417910448
yeast3,0.82727306396064,0.8251451707792494,0.8492826066817187,0.8320752175705867,0.8575934826620841,0.8555812982039874,0.8563973982306946,0.8650903197421161
RANKING,5.611111111111111,6.5,4.361111111111111,5.666666666666667,4.611111111111111,3.3333333333333335,3.1944444444444446,2.7222222222222223
Wilcoxon test,,,,,,", 2",", 1, 2, 4",", 1, 2, 4"
